typeofaction,sourceid,destinationid,amountofmoney,year,month,day,dayofweek,isfraud
cash-in,96057,99099,170114,2019,3,9,5,0
cash-in,96057,2474,170114,2019,6,15,5,0
cash-in,96057,58010,170114,2019,7,13,5,0
cash-in,96057,22745,170114,2019,5,29,2,0
cash-in,96057,71784,170114,2019,4,17,2,0
cash-in,96057,90078,170114,2019,4,2,1,0
cash-in,96057,65929,170115,2019,4,27,5,0
cash-in,96057,78784,170115,2019,6,15,5,0
cash-in,96057,94776,170115,2019,5,9,3,0
cash-in,96057,53,170115,2019,7,6,5,0
cash-in,96057,99829,170115,2019,3,16,5,0
cash-in,96057,12859,170115,2019,6,29,5,0
cash-in,96057,60127,170115,2019,3,14,3,0
cash-in,96057,80879,170115,2019,4,28,6,0
cash-in,96057,63401,170115,2019,4,21,6,0
cash-in,96057,18465,170115,2019,4,8,0,0
cash-in,96057,67171,170115,2019,3,10,6,0
cash-in,19104,30226,44893,2019,4,5,4,0
cash-in,19104,45136,44893,2019,7,6,5,0
cash-in,19104,51392,44893,2019,5,10,4,0
cash-in,19104,38543,44893,2019,3,7,3,0
cash-in,19104,78726,44893,2019,5,23,3,0
cash-in,19104,48379,44893,2019,3,24,6,0
cash-in,19104,25355,44893,2019,5,15,2,0
cash-in,19104,97525,44893,2019,4,2,1,0
cash-in,19104,35911,44893,2019,4,27,5,0
cash-in,19104,56102,44893,2019,4,25,3,0
cash-in,19104,61426,44893,2019,5,8,2,0
cash-in,19104,64427,44894,2019,4,13,5,0
cash-in,8550,5807,275217,2019,6,15,5,0
cash-in,8550,6886,275217,2019,4,18,3,0
cash-in,8550,43462,275217,2019,4,20,5,0
cash-in,8550,32084,275217,2019,3,17,6,0
cash-in,8550,91241,275217,2019,4,21,6,0
cash-in,8550,59526,275217,2019,3,15,4,0
cash-in,8550,90174,275217,2019,5,4,5,0
cash-in,8550,66241,275217,2019,5,22,2,0
cash-in,8550,71916,275217,2019,6,23,6,0
cash-in,8550,35146,275217,2019,5,3,4,0
cash-in,8550,97122,275217,2019,7,18,3,0
cash-in,8550,562,275217,2019,7,3,2,0
cash-in,8550,9064,275217,2019,3,12,1,0
cash-in,8550,87178,275217,2019,4,12,4,0
cash-in,8550,90066,275217,2019,6,22,5,0
cash-in,8550,98551,275217,2019,5,29,2,0
cash-in,8550,53029,275217,2019,6,3,0,0
cash-in,8550,93401,275217,2019,7,18,3,0
cash-in,8550,28645,275217,2019,3,13,2,0
cash-in,8550,58183,275217,2019,6,10,0,0
cash-in,49153,20352,267793,2019,4,15,0,0
cash-in,49153,86005,267794,2019,6,2,6,0
cash-in,49153,52923,267794,2019,3,23,5,0
transfer,55870,17530,1886673,2019,6,23,6,0
transfer,84344,24873,4449948,2019,5,20,0,0
transfer,15530,73375,2389506,2019,5,2,3,0
transfer,97472,62943,4112242,2019,5,26,6,0
transfer,68506,71141,2990897,2019,3,23,5,0
transfer,61071,70912,1623705,2019,2,22,4,0
transfer,58513,31174,1115815,2019,6,5,2,0
transfer,53935,467,1176907,2019,6,25,1,0
transfer,23812,29698,3817906,2019,6,7,4,0
transfer,87748,79291,2627756,2019,2,21,3,0
transfer,20779,61,4697163,2019,3,28,3,0
transfer,15264,83912,160095,2019,5,19,6,0
transfer,63412,62120,2491642,2019,6,25,1,0
transfer,84097,2196,4854963,2019,5,29,2,0
transfer,81456,59191,1825646,2019,5,10,4,0
transfer,50700,46668,2876429,2019,3,11,0,0
transfer,71957,95606,4384402,2019,7,18,3,0
transfer,6711,27336,2188635,2019,3,10,6,0
transfer,21226,88390,3550767,2019,5,16,3,0
transfer,96135,36942,1437053,2019,6,11,1,0
transfer,18124,73026,931666,2019,4,23,1,0
transfer,9107,84347,3295362,2019,3,11,0,0
transfer,71698,81522,3268260,2019,4,1,0,0
transfer,74435,50110,1385304,2019,4,14,6,0
transfer,9309,17700,1299187,2019,5,9,3,0
transfer,99934,55222,3855137,2019,2,21,3,0
transfer,80885,20631,3999274,2019,5,18,5,0
transfer,79612,18098,1368020,2019,6,15,5,0
transfer,11380,80195,3319685,2019,5,16,3,0
transfer,38993,24266,3964183,2019,5,5,6,0
transfer,23477,68698,302294,2019,6,12,2,0
transfer,15048,28135,4260117,2019,7,11,3,0
transfer,40167,31783,3422485,2019,5,18,5,0
transfer,77415,2416,3962262,2019,3,12,1,0
transfer,43430,49910,2292028,2019,7,9,1,0
transfer,13484,62066,4728885,2019,6,24,0,0
transfer,3157,2232,3221883,2019,5,28,1,0
transfer,36891,24642,1755132,2019,5,15,2,0
transfer,65900,2041,1795938,2019,6,18,1,0
transfer,48794,91733,1554429,2019,6,1,5,0
transfer,32130,35633,2652759,2019,2,26,1,0
transfer,83087,49705,1997322,2019,2,25,0,0
transfer,53077,91771,4635498,2019,2,26,1,0
transfer,23263,22251,3008377,2019,3,26,1,0
transfer,26878,41341,1481266,2019,3,26,1,0
transfer,90938,96910,3056990,2019,5,26,6,0
transfer,71595,68262,113273,2019,3,17,6,0
transfer,78082,99950,657559,2019,4,17,2,0
transfer,43068,11108,993567,2019,4,29,0,0
transfer,84823,81869,2746049,2019,5,25,5,0
transfer,91914,5268,2221763,2019,4,21,6,0
transfer,95340,30340,1376091,2019,5,27,0,0
transfer,94692,42723,1269134,2019,3,11,0,0
transfer,83513,37619,434734,2019,3,3,6,0
transfer,24556,1257,367154,2019,7,3,2,0
transfer,46296,31997,4528389,2019,4,13,5,0
transfer,54093,94808,1507304,2019,5,20,0,0
transfer,70732,68026,3099667,2019,3,8,4,0
transfer,69642,67083,325449,2019,5,8,2,0
transfer,89429,22557,1039338,2019,6,16,6,0
transfer,3060,21551,1476902,2019,6,30,6,0
transfer,37534,27881,3258312,2019,6,2,6,0
transfer,69473,8950,2773272,2019,4,25,3,0
transfer,36975,4661,1457880,2019,6,14,4,0
transfer,5083,29168,2683427,2019,3,29,4,0
transfer,45837,41851,3674691,2019,7,1,0,0
transfer,98572,22950,4100385,2019,3,7,3,0
transfer,93267,78811,1971558,2019,4,30,1,0
transfer,18192,33489,2412412,2019,3,17,6,0
transfer,66674,57645,4969582,2019,3,30,5,0
transfer,40374,88225,4484464,2019,5,2,3,0
transfer,38590,13481,1158785,2019,7,12,4,0
transfer,70945,418,4827206,2019,4,8,0,0
transfer,66252,52697,4558464,2019,4,28,6,0
transfer,22766,68084,4396738,2019,4,13,5,0
transfer,90395,68719,4735195,2019,5,3,4,0
transfer,8827,61399,4845403,2019,6,18,1,0
transfer,85406,95093,2405313,2019,3,15,4,0
transfer,68735,17156,4719144,2019,5,21,1,0
transfer,36398,48307,2155695,2019,3,27,2,0
transfer,3985,4055,4432076,2019,3,4,0,0
transfer,28369,14453,1932291,2019,2,23,5,0
transfer,14036,55166,511709,2019,6,17,0,0
transfer,57336,91016,4389484,2019,6,29,5,0
transfer,2106,23641,1688103,2019,4,16,1,0
transfer,95826,47963,3907133,2019,3,10,6,0
transfer,26296,26740,1459806,2019,4,20,5,0
transfer,81479,37507,4170475,2019,6,22,5,0
transfer,99221,17351,3655434,2019,2,28,3,0
transfer,48799,89984,4333353,2019,6,23,6,0
transfer,88901,40556,3488409,2019,5,12,6,0
transfer,15766,34294,4707675,2019,2,28,3,0
transfer,75678,68698,1479723,2019,5,21,1,0
transfer,71803,68468,1384956,2019,4,7,6,0
transfer,4819,73913,2171650,2019,7,5,4,0
transfer,63810,2842,4995108,2019,5,21,1,0
transfer,23069,3828,2348784,2019,4,28,6,0
transfer,74177,20451,2722773,2019,3,12,1,0
transfer,69425,99507,3429976,2019,7,7,6,0
transfer,11279,31819,716289,2019,7,8,0,0
transfer,10177,52894,2014638,2019,2,24,6,0
transfer,57738,14685,1891929,2019,7,16,1,0
transfer,20246,55566,1581600,2019,5,4,5,0
transfer,98808,59623,4135093,2019,4,7,6,0
transfer,71760,6225,4187465,2019,4,30,1,0
transfer,27583,28306,818780,2019,6,12,2,0
transfer,68974,76240,1612344,2019,5,11,5,0
transfer,75021,68961,3929662,2019,6,29,5,0
transfer,33188,80349,3183022,2019,3,15,4,0
transfer,37278,6254,685902,2019,5,13,0,0
transfer,2137,70023,765028,2019,4,10,2,0
transfer,38127,90579,1911421,2019,4,12,4,0
transfer,61096,83515,1961744,2019,3,12,1,0
transfer,94054,86646,2418626,2019,6,21,4,0
transfer,93815,81516,4739686,2019,2,22,4,0
transfer,93352,44509,3251400,2019,5,22,2,0
transfer,49130,89560,1919156,2019,5,14,1,0
transfer,81765,33961,3437899,2019,3,26,1,0
transfer,17015,52570,1610222,2019,6,4,1,0
transfer,26802,82070,3388934,2019,5,12,6,0
transfer,97239,78283,311268,2019,5,21,1,0
transfer,99576,92220,1689037,2019,7,6,5,0
transfer,73630,44234,1000724,2019,6,2,6,0
transfer,65629,32079,4062317,2019,2,23,5,0
transfer,20843,28570,4897074,2019,6,30,6,0
transfer,97147,7385,3891721,2019,4,13,5,0
transfer,37802,53268,1480799,2019,3,22,4,0
transfer,72456,41330,1474126,2019,5,17,4,0
transfer,63409,79893,4329200,2019,4,18,3,0
transfer,51093,59357,4755809,2019,6,15,5,0
transfer,15050,58980,1335967,2019,6,17,0,0
transfer,22247,54765,3629536,2019,4,8,0,0
transfer,59920,68262,123197,2019,4,26,4,0
transfer,97237,47018,4324963,2019,7,10,2,0
transfer,79393,5629,4161515,2019,7,3,2,0
transfer,2984,52750,2519622,2019,3,27,2,0
transfer,14931,85860,3661870,2019,3,19,1,0
transfer,15287,10919,2483966,2019,3,10,6,0
transfer,21341,74301,1265886,2019,3,2,5,0
transfer,13203,98237,674474,2019,5,3,4,0
transfer,93557,44688,1088725,2019,4,1,0,0
transfer,4609,72851,3953018,2019,6,13,3,0
transfer,41485,5953,3847765,2019,5,13,0,0
transfer,46436,77346,1786639,2019,3,16,5,0
transfer,99282,49218,4458846,2019,3,11,0,0
transfer,89943,29438,3861235,2019,5,8,2,0
transfer,68498,84418,869493,2019,3,7,3,0
transfer,93252,56221,748010,2019,2,24,6,0
transfer,68720,97712,987796,2019,5,9,3,0
transfer,45719,70122,4977320,2019,3,8,4,0
transfer,16974,22898,3284761,2019,5,16,3,0
transfer,3067,16921,1866891,2019,2,22,4,0
transfer,61611,83424,216045,2019,3,18,0,0
transfer,77971,81048,3776313,2019,3,5,1,0
transfer,95880,95399,3931829,2019,5,7,1,0
transfer,4463,65272,616869,2019,3,14,3,0
transfer,19544,36614,3365041,2019,2,27,2,0
transfer,32599,18661,3040921,2019,6,19,2,0
transfer,10317,74938,1026663,2019,4,12,4,0
transfer,62603,29110,1093747,2019,5,5,6,0
transfer,33645,55072,2298957,2019,6,1,5,0
transfer,86651,72065,1394362,2019,5,2,3,0
transfer,55717,91892,2497750,2019,3,15,4,0
transfer,24440,81312,2357356,2019,5,24,4,0
transfer,70264,90843,4002311,2019,5,26,6,0
transfer,24510,78559,4730973,2019,6,15,5,0
transfer,59014,39060,4339729,2019,2,22,4,0
transfer,82181,36930,394042,2019,4,9,1,0
transfer,42831,44412,2953532,2019,5,18,5,0
transfer,39345,17534,1423374,2019,7,18,3,0
transfer,40517,72522,197077,2019,6,17,0,0
transfer,87587,98536,1274619,2019,6,10,0,0
transfer,33823,33789,3808618,2019,6,2,6,0
transfer,36973,29614,1980983,2019,5,21,1,0
transfer,56788,52825,3521582,2019,6,26,2,0
transfer,79212,86384,3901873,2019,3,1,4,0
transfer,85464,4500,2410295,2019,5,21,1,0
transfer,31930,57399,2765625,2019,5,18,5,0
transfer,866,15552,4740137,2019,3,1,4,0
transfer,11054,10804,2091010,2019,4,20,5,0
transfer,13064,76451,2166982,2019,3,20,2,0
transfer,6890,64136,184924,2019,4,6,5,0
transfer,11686,9324,3878422,2019,4,8,0,0
transfer,7415,69994,2000595,2019,4,14,6,0
transfer,29256,50096,1116142,2019,2,25,0,0
transfer,596,88309,1926121,2019,4,11,3,0
transfer,48643,23882,2370940,2019,7,14,6,0
transfer,38638,85499,3991712,2019,5,13,0,0
transfer,43624,50759,1999105,2019,5,14,1,0
transfer,73965,1968,1342342,2019,7,1,0,0
transfer,23952,54510,1175847,2019,6,24,0,0
transfer,64072,92883,3384858,2019,3,28,3,0
transfer,27633,66588,515641,2019,7,7,6,0
transfer,70504,58765,4629143,2019,6,12,2,0
transfer,85180,4961,4476657,2019,7,1,0,0
transfer,28562,58427,966820,2019,5,3,4,0
transfer,59829,91264,2118629,2019,6,10,0,0
transfer,83831,1013,4667570,2019,6,5,2,0
transfer,3389,94221,3446773,2019,7,2,1,0
transfer,76106,41315,1889603,2019,5,5,6,0
transfer,53075,63910,1579099,2019,5,16,3,0
transfer,91664,10233,3534303,2019,4,13,5,0
transfer,80198,56531,1931899,2019,6,8,5,0
transfer,55955,2389,2311680,2019,3,4,0,0
transfer,80417,25172,1384387,2019,6,26,2,0
transfer,79779,74959,4640544,2019,6,23,6,0
transfer,59047,75007,2691758,2019,6,2,6,0
transfer,93237,28594,2471475,2019,4,26,4,0
transfer,89707,20924,4243303,2019,6,13,3,0
transfer,3594,88623,3623277,2019,6,25,1,0
transfer,82494,76772,927702,2019,7,10,2,0
transfer,46125,57020,764617,2019,3,13,2,0
transfer,83061,72988,2187492,2019,2,22,4,0
transfer,39475,603,3315870,2019,3,12,1,0
transfer,82292,99373,3462933,2019,4,1,0,0
transfer,99250,78255,4505513,2019,3,31,6,0
transfer,23853,80326,454238,2019,4,19,4,0
transfer,48967,70275,4922163,2019,4,19,4,0
transfer,17011,67775,347290,2019,3,27,2,0
transfer,6431,21366,4371028,2019,3,12,1,0
transfer,46146,90377,3724101,2019,3,13,2,0
transfer,65022,61591,4279178,2019,6,22,5,0
transfer,65222,14956,4180201,2019,4,22,0,0
transfer,13655,30428,4886683,2019,5,21,1,0
transfer,5569,58674,625093,2019,4,17,2,0
transfer,49543,95152,1096351,2019,4,18,3,0
transfer,45069,65997,3972197,2019,7,19,4,0
transfer,47572,81630,3256323,2019,3,3,6,0
transfer,53222,77434,4825224,2019,5,20,0,0
transfer,1286,17233,1542996,2019,5,17,4,0
transfer,23041,82061,1339767,2019,4,28,6,0
transfer,15597,58273,4263762,2019,5,15,2,0
transfer,40659,23997,2084373,2019,4,4,3,0
transfer,13431,83381,1634913,2019,6,29,5,0
transfer,33294,21709,3410090,2019,7,16,1,0
transfer,16633,65511,330293,2019,3,21,3,0
transfer,7828,28174,2814218,2019,4,25,3,0
transfer,13506,55217,1994667,2019,5,17,4,0
transfer,76340,55758,4509267,2019,3,9,5,0
transfer,59403,1787,4924244,2019,4,25,3,0
transfer,99775,45704,2873466,2019,6,19,2,0
transfer,98300,86978,4899627,2019,5,28,1,0
transfer,5224,4388,3944928,2019,3,26,1,0
transfer,91741,44794,799975,2019,4,20,5,0
transfer,78222,42292,1801199,2019,3,8,4,0
transfer,98628,59469,86743,2019,6,4,1,0
transfer,23686,25511,2768237,2019,4,19,4,0
transfer,71790,43732,4954692,2019,6,2,6,0
transfer,39968,44627,990610,2019,6,6,3,0
transfer,61162,78998,3860332,2019,4,7,6,0
transfer,48774,78255,3170100,2019,6,26,2,0
transfer,74205,25089,1687581,2019,6,30,6,0
transfer,6162,21496,1855160,2019,5,19,6,0
transfer,24653,81941,4673230,2019,5,15,2,0
transfer,97857,81901,2145201,2019,3,13,2,0
transfer,40945,84520,4494518,2019,3,11,0,0
transfer,21262,88684,1715903,2019,3,20,2,0
transfer,62612,83206,3133830,2019,7,19,4,0
transfer,61737,43877,2543150,2019,5,10,4,0
transfer,87422,46362,2404446,2019,5,28,1,0
transfer,75439,53693,1450694,2019,6,28,4,0
transfer,85902,96010,363541,2019,6,16,6,0
transfer,58976,63592,625032,2019,4,6,5,0
transfer,12924,56619,3197368,2019,4,26,4,0
transfer,40939,39952,2081709,2019,4,28,6,0
transfer,36154,30735,4824160,2019,3,11,0,0
transfer,65693,41233,2682428,2019,2,21,3,0
transfer,98866,16241,1868172,2019,2,25,0,0
transfer,8953,90794,1922266,2019,6,19,2,0
transfer,46242,41205,900632,2019,6,18,1,0
transfer,85716,66341,1341563,2019,5,19,6,0
transfer,37792,52256,2373541,2019,5,12,6,0
transfer,40206,55859,1015133,2019,7,20,5,0
transfer,49846,85016,4022893,2019,7,15,0,0
transfer,76223,18247,2827924,2019,7,9,1,0
transfer,76829,4000,1382910,2019,5,8,2,0
transfer,2295,27828,3147590,2019,6,30,6,0
transfer,89252,34421,587444,2019,3,18,0,0
transfer,4108,35891,2414479,2019,5,28,1,0
transfer,15539,35677,4317737,2019,6,26,2,0
transfer,26217,4919,2669309,2019,4,11,3,0
transfer,20457,24114,781465,2019,7,20,5,0
transfer,16988,74937,4637190,2019,6,20,3,0
transfer,57246,4129,192967,2019,7,17,2,0
transfer,48104,39961,1998986,2019,6,6,3,0
transfer,51395,45408,997049,2019,7,19,4,0
transfer,30799,69779,2156123,2019,3,21,3,0
transfer,8329,86560,2892490,2019,5,8,2,0
transfer,42862,74946,1823624,2019,5,30,3,0
transfer,52808,29728,3287533,2019,3,25,0,0
transfer,34565,50275,3334081,2019,5,17,4,0
transfer,98047,87901,3579561,2019,6,1,5,0
transfer,46560,5591,3635704,2019,7,14,6,0
transfer,97547,76168,4685634,2019,3,20,2,0
transfer,88501,72081,2008509,2019,6,26,2,0
transfer,71746,67214,4956106,2019,4,15,0,0
transfer,78089,22542,4860382,2019,6,30,6,0
transfer,61630,21022,1977151,2019,3,8,4,0
transfer,56749,87541,3786723,2019,4,16,1,0
transfer,61958,36703,3893725,2019,3,8,4,0
transfer,72538,80715,89681,2019,4,17,2,0
transfer,25930,38206,66930,2019,6,15,5,0
transfer,66595,11761,4646080,2019,7,3,2,0
transfer,64872,53465,3310272,2019,3,23,5,0
transfer,52291,2372,4614042,2019,5,8,2,0
transfer,24099,25210,4844598,2019,3,8,4,0
transfer,14846,84900,1436502,2019,5,9,3,0
transfer,31344,17378,1738005,2019,5,23,3,0
transfer,57361,44441,3589333,2019,6,12,2,0
transfer,82093,26293,768260,2019,3,29,4,0
transfer,11200,79868,4052075,2019,6,6,3,0
transfer,58823,32382,248214,2019,4,22,0,0
transfer,71890,37448,2084736,2019,5,20,0,0
transfer,90373,49579,826280,2019,3,13,2,0
transfer,5795,17240,4289505,2019,4,19,4,0
transfer,31815,45385,3412264,2019,5,22,2,0
transfer,42879,19263,3217217,2019,2,20,2,0
transfer,46531,36450,4219354,2019,7,10,2,0
transfer,18202,3608,2875979,2019,5,7,1,0
transfer,29681,30154,4727747,2019,6,1,5,0
transfer,20546,86594,599428,2019,2,26,1,0
transfer,14614,31073,3372794,2019,6,9,6,0
transfer,71858,17627,3906096,2019,5,25,5,0
transfer,9398,29363,4938001,2019,4,20,5,0
transfer,90279,80350,2674973,2019,5,18,5,0
transfer,57087,13293,4214863,2019,3,11,0,0
transfer,12303,86732,650038,2019,3,1,4,0
transfer,30932,50722,234796,2019,4,24,2,0
transfer,79733,83575,1124183,2019,3,23,5,0
transfer,17446,4857,1648432,2019,4,1,0,0
transfer,48053,63619,1940175,2019,4,11,3,0
transfer,75507,15336,1898655,2019,5,26,6,0
transfer,4832,38638,3954174,2019,7,5,4,0
transfer,57489,39651,4729468,2019,2,27,2,0
transfer,30644,77620,656767,2019,7,11,3,0
transfer,77657,72806,4187029,2019,3,10,6,0
transfer,94476,43225,2915622,2019,4,4,3,0
transfer,46314,88223,923773,2019,3,11,0,0
transfer,46893,96138,365171,2019,4,1,0,0
transfer,41337,95930,514164,2019,6,22,5,0
transfer,81233,2525,1737404,2019,5,15,2,0
transfer,66658,90834,3015823,2019,7,13,5,0
transfer,14664,91860,1682797,2019,4,8,0,0
transfer,50457,41618,1416689,2019,5,15,2,0
transfer,7960,96938,145440,2019,7,15,0,0
transfer,23824,40603,2924731,2019,5,21,1,0
transfer,9462,65474,1866686,2019,5,27,0,0
transfer,49896,66893,3751326,2019,7,2,1,0
transfer,29968,35235,4264367,2019,7,13,5,0
transfer,52554,56808,1894680,2019,7,10,2,0
transfer,89707,30152,370947,2019,7,8,0,0
transfer,47353,41905,3482904,2019,4,28,6,0
transfer,64890,85625,1985136,2019,6,5,2,0
transfer,57365,13814,1534832,2019,3,15,4,0
transfer,85195,35482,3073795,2019,4,9,1,0
transfer,69561,14678,69975,2019,3,21,3,0
transfer,16485,44689,2870700,2019,4,7,6,0
transfer,3798,51215,3286975,2019,4,12,4,0
transfer,38153,46344,1224059,2019,3,31,6,0
transfer,47047,20896,1630093,2019,4,30,1,0
transfer,21515,75244,2096746,2019,4,20,5,0
transfer,28248,60455,1602992,2019,6,17,0,0
transfer,37108,79920,2302217,2019,6,6,3,0
transfer,7633,73423,3829176,2019,3,11,0,0
transfer,33596,45412,422432,2019,5,31,4,0
transfer,35256,98589,3062729,2019,7,19,4,0
transfer,12962,95511,174059,2019,5,17,4,0
transfer,23514,38448,1667990,2019,3,17,6,0
transfer,93989,57131,3327184,2019,6,13,3,0
transfer,723,24818,1267920,2019,5,8,2,0
transfer,70734,69285,3715222,2019,2,21,3,0
transfer,93556,77285,1114870,2019,7,7,6,0
transfer,76546,54402,3480679,2019,4,20,5,0
transfer,76320,9413,4058288,2019,6,15,5,0
transfer,43889,59678,2312958,2019,4,27,5,0
transfer,64654,65773,2241888,2019,5,5,6,0
transfer,90140,99814,4104167,2019,5,29,2,0
transfer,45882,47581,2878294,2019,7,17,2,0
transfer,11077,26825,669125,2019,7,17,2,0
transfer,5917,33125,499494,2019,5,31,4,0
transfer,64731,49412,3907096,2019,4,5,4,0
transfer,30084,10836,2007950,2019,3,8,4,0
transfer,64292,57951,2421810,2019,7,7,6,0
transfer,54161,17918,602950,2019,6,24,0,0
transfer,94284,9888,934629,2019,7,7,6,0
transfer,92033,20890,2256228,2019,4,29,0,0
transfer,1489,77795,1783682,2019,5,1,2,0
transfer,48180,4850,256469,2019,5,25,5,0
transfer,71269,45201,3115424,2019,6,6,3,0
transfer,40268,78025,2800610,2019,6,6,3,0
transfer,10147,29990,1023149,2019,3,7,3,0
transfer,36698,79340,4402054,2019,3,23,5,0
transfer,68889,35880,4440725,2019,3,23,5,0
transfer,29080,83596,1920494,2019,3,21,3,0
transfer,23831,77407,4895580,2019,4,13,5,0
transfer,45472,58536,2862029,2019,6,20,3,0
transfer,70378,55162,1130773,2019,5,23,3,0
transfer,60795,16152,960781,2019,4,19,4,0
transfer,83524,28876,1949975,2019,7,5,4,0
transfer,91753,47632,2075687,2019,2,28,3,0
transfer,71858,56531,878986,2019,5,3,4,0
transfer,68889,49579,4996101,2019,6,19,2,0
transfer,36698,35235,3252156,2019,2,25,0,0
transfer,15050,6225,3909908,2019,7,18,3,0
transfer,15597,88223,1605747,2019,6,5,2,0
transfer,70264,15287,2051059,2019,5,29,2,0
transfer,72456,15050,3678842,2019,6,25,1,0
transfer,83513,56749,2069819,2019,5,14,1,0
transfer,53075,82494,1833878,2019,3,3,6,0
transfer,13506,19544,4918859,2019,3,14,3,0
transfer,61399,46436,2511469,2019,3,4,0,0
transfer,603,57361,1758852,2019,6,1,5,0
transfer,50275,96135,3270858,2019,7,4,3,0
transfer,65997,98808,1546392,2019,4,21,6,0
transfer,37507,98047,704348,2019,6,29,5,0
transfer,73913,53268,4752915,2019,4,10,2,0
transfer,95152,70912,2920899,2019,6,17,0,0
transfer,53268,17534,1840788,2019,7,8,0,0
transfer,17700,88390,1592377,2019,4,23,1,0
transfer,2232,6254,1224511,2019,6,23,6,0
transfer,5953,6477,2009005,2019,5,25,5,0
transfer,33789,61346,4525371,2019,5,29,2,0
transfer,26293,18165,3963280,2019,6,26,2,0
transfer,77285,18165,1791782,2019,5,4,5,0
transfer,59191,95498,420739,2019,4,22,0,0
transfer,24510,95498,3271848,2019,6,16,6,0
transfer,97547,31163,4277215,2019,3,19,1,0
transfer,11200,73055,1178060,2019,6,9,6,0
transfer,74177,83790,4169010,2019,7,11,3,0
transfer,8953,9987,862405,2019,3,12,1,0
transfer,55072,41461,2686717,2019,2,25,0,0
transfer,87901,84618,1427598,2019,3,6,2,0
transfer,30735,3854,4849662,2019,7,15,0,0
transfer,70122,35926,3992582,2019,3,1,4,0
transfer,86384,6762,1707322,2019,4,10,2,0
transfer,76223,47522,652264,2019,7,11,3,0
transfer,17015,15214,4290973,2019,3,9,5,0
transfer,73965,38586,1588697,2019,3,14,3,0
transfer,69425,71059,4711577,2019,3,6,2,0
transfer,53222,95692,4689476,2019,4,4,3,0
transfer,1549,71746,4939185,2019,7,16,1,0
transfer,9373,28248,4657933,2019,6,15,5,0
transfer,90598,14931,2947084,2019,3,13,2,0
transfer,23784,38993,3083463,2019,2,20,2,0
transfer,70669,93815,1624827,2019,6,28,4,0
transfer,22046,70275,1745188,2019,7,7,6,0
transfer,20337,50110,461029,2019,6,5,2,0
transfer,22049,80349,305353,2019,6,11,1,0
transfer,27771,74938,1077674,2019,6,26,2,0
transfer,46627,17240,4049544,2019,7,18,3,0
transfer,28046,73630,2568792,2019,6,20,3,0
transfer,89131,75507,1754765,2019,4,13,5,0
transfer,94670,13506,4947130,2019,4,7,6,0
transfer,89131,65629,795947,2019,6,7,4,0
transfer,61346,37108,1797531,2019,7,2,1,0
transfer,31163,95093,2395386,2019,4,8,0,0
transfer,28046,8950,3655808,2019,2,28,3,0
transfer,77508,65511,3204700,2019,3,11,0,0
transfer,73055,83206,655907,2019,5,21,1,0
transfer,86903,67214,3934608,2019,5,20,0,0
transfer,23069,47590,4555562,2019,6,12,2,0
transfer,1489,34989,340443,2019,7,15,0,0
transfer,65222,950,4524228,2019,5,26,6,0
transfer,85716,950,421672,2019,4,1,0,0
transfer,46436,73532,1421211,2019,7,16,1,0
transfer,52554,67662,4686162,2019,3,31,6,0
transfer,38590,41703,3062117,2019,5,27,0,0
transfer,84097,44075,1387855,2019,6,5,2,0
transfer,7960,55735,1026062,2019,7,18,3,0
transfer,47353,71881,2884434,2019,2,21,3,0
transfer,70504,58819,1123395,2019,2,28,3,0
transfer,89943,55884,2117317,2019,5,10,4,0
transfer,20779,32548,379128,2019,4,26,4,0
transfer,42831,63730,2046834,2019,4,24,2,0
transfer,16988,32346,226695,2019,7,15,0,0
transfer,44441,68625,2686176,2019,4,4,3,0
transfer,26293,29182,378583,2019,6,11,1,0
transfer,24114,25682,1951655,2019,3,24,6,0
transfer,27336,44881,381968,2019,6,27,3,0
transfer,20896,39185,3603745,2019,4,2,1,0
transfer,16921,75252,224357,2019,4,6,5,0
transfer,61,68275,631490,2019,5,23,3,0
transfer,5629,41703,4035833,2019,5,25,5,0
transfer,13293,1366,2310552,2019,4,30,1,0
transfer,38206,85539,2231671,2019,4,15,0,0
transfer,61399,35053,2386752,2019,5,10,4,0
transfer,44627,46638,2468440,2019,5,9,3,0
transfer,98536,10608,3940987,2019,7,18,3,0
transfer,53465,19795,3975419,2019,7,12,4,0
transfer,3828,61320,1841260,2019,5,29,2,0
transfer,29182,85902,351589,2019,3,14,3,0
transfer,44827,40206,399814,2019,3,11,0,0
transfer,20849,36154,1604298,2019,5,24,4,0
transfer,73532,70504,2620297,2019,3,19,1,0
transfer,85457,99282,1288283,2019,5,27,0,0
transfer,44827,88623,1963577,2019,4,11,3,0
transfer,57833,1257,2333678,2019,4,3,2,0
transfer,31270,35235,95888,2019,3,24,6,0
transfer,57833,66341,2572396,2019,5,29,2,0
transfer,3961,43732,4969901,2019,6,6,3,0
transfer,57768,36973,685247,2019,5,22,2,0
transfer,7654,13064,1367414,2019,4,1,0,0
transfer,94652,24510,1395287,2019,5,19,6,0
transfer,36647,33294,4253756,2019,6,30,6,0
transfer,1366,48104,2916631,2019,3,18,0,0
transfer,84551,83206,2751485,2019,4,17,2,0
transfer,44075,28306,1161940,2019,6,5,2,0
transfer,8475,47018,2351552,2019,6,27,3,0
transfer,60685,55758,2223761,2019,3,25,0,0
transfer,68275,69285,4116948,2019,5,23,3,0
