limit_bal,education,marriage,age,bill_amt,pay_amt,default
80000,other,no,27,50929,4840,0
30000,post-grad,yes,57,148063,12500,0
220000,secondary,yes,37,0,3422,0
70000,secondary,no,22,188249,18638,0
510000,primary,yes,41,41536,38436,0
20000,secondary,no,22,109393,13588,0
100000,secondary,yes,40,298724,10500,1
340000,secondary,yes,30,1857938,80500,0
180000,primary,no,29,0,0,0
290000,other,no,38,9590,9598,0
80000,secondary,no,53,334900,61077,0
280000,primary,yes,42,203107,122535,0
180000,primary,no,40,14375,29921,0
140000,primary,yes,66,1500,24540,0
500000,primary,no,32,622347,697978,0
230000,secondary,no,34,946555,36276,0
250000,secondary,yes,26,11008,11600,1
10000,secondary,no,24,46147,4350,0
230000,primary,yes,39,1140744,42737,0
70000,primary,no,29,359807,24666,0
140000,primary,yes,39,26335,44730,0
430000,primary,yes,48,12199,40279,0
120000,primary,no,28,4912,4196,1
20000,secondary,no,25,83560,11000,0
30000,primary,no,32,180391,10400,0
80000,post-grad,no,43,410452,2000,1
400000,primary,no,39,2108743,82406,0
200000,primary,yes,37,0,0,0
30000,other,no,23,90361,34330,0
50000,secondary,no,46,241006,6795,0
250000,primary,yes,46,9152,27170,1
120000,primary,no,28,271512,62000,1
80000,post-grad,yes,45,72497,43627,0
430000,primary,yes,33,81489,80236,0
120000,primary,no,24,321925,11939,0
20000,secondary,no,22,122430,10646,0
20000,secondary,no,32,643717,19290,0
80000,primary,no,25,150,30807,0
20000,secondary,no,44,24895,31638,0
140000,secondary,no,27,0,0,0
10000,secondary,no,22,52853,11506,0
220000,post-grad,no,34,102924,9253,0
60000,primary,yes,48,129784,122830,0
80000,post-grad,yes,59,86849,5540,0
30000,secondary,no,25,67771,26076,1
140000,secondary,yes,27,814588,25000,0
20000,secondary,no,26,47275,9000,0
100000,post-grad,no,46,375137,13710,0
220000,primary,no,35,856247,40371,0
80000,primary,no,40,118287,5059,0
80000,post-grad,no,46,358518,12828,0
130000,secondary,no,28,236728,10000,1
300000,primary,yes,33,0,0,0
60000,secondary,yes,42,227759,10000,0
360000,primary,yes,32,3149,1583,0
10000,secondary,no,24,72,1393,1
50000,secondary,no,32,195218,23300,1
50000,secondary,yes,48,169815,9082,0
200000,secondary,yes,35,0,28027,0
30000,secondary,no,24,103804,7500,1
220000,primary,yes,42,30935,13041,0
200000,primary,no,41,42312,37981,0
80000,post-grad,no,27,399944,5420,1
200000,secondary,yes,39,44967,32679,0
240000,primary,yes,34,2282,2015,1
500000,secondary,no,28,96734,39042,0
230000,post-grad,yes,38,114540,61186,0
20000,post-grad,no,22,52898,2658,0
50000,primary,yes,35,156923,12069,0
100000,secondary,yes,35,46101,6437,0
230000,secondary,no,37,0,0,0
60000,secondary,no,28,238153,16006,0
120000,post-grad,yes,48,13159,9115,1
130000,post-grad,no,23,73119,22000,0
50000,post-grad,yes,25,180092,23833,1
400000,primary,no,30,62035,44576,0
240000,secondary,no,27,10688,3625,1
70000,post-grad,no,53,86434,10997,0
20000,primary,no,22,83768,7023,0
50000,post-grad,no,28,175210,6800,1
240000,primary,yes,54,401709,21600,0
380000,primary,no,31,1050324,31219,0
50000,secondary,no,24,43062,4664,0
50000,secondary,no,33,98821,12396,0
430000,primary,no,33,178753,39000,0
60000,primary,no,26,103427,18984,0
30000,secondary,no,25,25834,5795,0
170000,post-grad,yes,48,892800,32874,0
70000,primary,no,29,267905,13200,0
130000,secondary,no,28,13256,15462,0
50000,primary,yes,50,175545,5178,1
20000,post-grad,no,38,9765,9765,1
50000,post-grad,yes,48,4344,3676,1
20000,post-grad,no,28,87381,6200,0
110000,secondary,no,32,9140,9785,0
90000,secondary,no,24,296039,12551,0
180000,primary,no,24,408989,18416,0
50000,secondary,no,28,273544,10122,0
200000,secondary,yes,36,5446,5476,0
20000,primary,yes,32,64551,7364,1
50000,primary,no,44,298901,22232,0
170000,secondary,yes,39,731097,38000,1
380000,primary,yes,48,1858767,130000,0
30000,secondary,no,39,22364,5500,1
30000,secondary,no,23,129925,6484,0
160000,post-grad,yes,36,21294,18066,0
60000,post-grad,yes,39,169009,10638,1
450000,primary,no,31,411338,147555,0
80000,secondary,yes,43,175,1586,1
90000,primary,no,26,141598,41536,0
30000,secondary,yes,33,0,0,1
50000,secondary,no,25,249410,11104,1
30000,post-grad,yes,49,169654,7716,0
50000,post-grad,yes,52,142875,6900,1
320000,primary,yes,34,78663,110016,0
300000,secondary,yes,43,1314,0,0
390000,primary,no,43,537911,20400,0
50000,secondary,no,23,166456,7548,0
20000,secondary,yes,26,6300,0,1
90000,secondary,no,52,525591,19642,0
300000,post-grad,no,51,65471,57202,0
300000,other,no,32,249435,21429,0
200000,primary,yes,34,27293,20621,0
50000,secondary,no,24,130006,14500,0
20000,secondary,no,24,3120,1560,1
390000,primary,no,35,271305,311528,0
70000,secondary,no,41,304738,25090,0
300000,post-grad,no,43,879296,31120,0
140000,post-grad,yes,50,834744,31126,0
200000,primary,yes,37,359287,17360,0
80000,post-grad,no,28,8753,6606,0
80000,post-grad,yes,45,80250,0,0
170000,primary,yes,36,11899,12307,0
50000,primary,no,29,286941,35795,0
100000,secondary,no,27,477762,17693,0
30000,secondary,no,22,20031,18829,0
30000,other,yes,49,110518,6476,0
320000,secondary,yes,36,370857,51809,0
70000,secondary,no,25,266358,13000,1
50000,secondary,yes,24,296794,10515,0
130000,post-grad,yes,48,357889,13206,0
50000,secondary,no,27,60460,5300,1
50000,secondary,yes,33,90320,4654,0
50000,secondary,no,30,15900,2567,0
160000,post-grad,yes,30,421863,11716,0
450000,secondary,yes,46,93368,102630,0
380000,primary,yes,33,1039590,167819,0
30000,primary,no,29,49153,1006,1
50000,secondary,no,24,181495,6135,0
220000,secondary,no,30,653923,240932,1
50000,secondary,yes,32,2880,2880,1
90000,primary,no,27,0,0,0
80000,secondary,yes,26,284648,9263,0
390000,primary,yes,44,197317,119899,0
140000,secondary,no,43,595043,26151,0
360000,secondary,yes,32,249826,215089,0
50000,post-grad,no,26,290659,12136,1
260000,primary,yes,37,1308132,38200,1
180000,post-grad,yes,43,312815,76421,1
360000,primary,no,26,8498,21000,0
230000,primary,no,35,2630,0,1
130000,primary,no,25,98242,66429,0
20000,post-grad,yes,42,113249,7426,0
200000,post-grad,yes,41,30036,31512,0
220000,secondary,yes,35,400498,21840,0
20000,primary,no,25,51837,6093,0
20000,secondary,no,24,110101,5744,0
240000,post-grad,no,40,1275087,46500,1
480000,primary,yes,50,56695,51190,0
50000,secondary,yes,29,170365,9620,0
100000,secondary,yes,40,61404,1000,0
120000,primary,no,34,681695,27131,1
230000,primary,yes,27,689364,43058,0
20000,secondary,yes,32,94519,4765,0
50000,secondary,no,27,61393,3555,0
130000,primary,yes,32,707651,24200,0
150000,primary,yes,38,1736,0,0
60000,primary,no,30,259477,9106,0
260000,secondary,no,44,215113,8272,0
500000,secondary,yes,40,131242,10094,0
270000,secondary,yes,34,446363,25000,0
410000,primary,no,34,14287,14287,1
60000,secondary,no,29,297091,70576,0
200000,primary,yes,31,17182,27266,0
50000,post-grad,no,45,6160,4690,0
500000,primary,no,35,-438,0,1
150000,primary,yes,35,4517,4250,0
170000,post-grad,yes,44,0,0,0
50000,secondary,no,25,308817,13691,0
130000,secondary,yes,42,4972,4314,0
120000,post-grad,yes,30,649118,19920,0
70000,primary,no,28,75585,11500,0
320000,secondary,yes,44,71682,69592,0
110000,secondary,yes,37,539187,72500,0
420000,primary,no,30,90689,24755,0
240000,secondary,yes,49,261826,305214,0
380000,primary,no,33,494746,50000,0
20000,secondary,no,22,71599,3744,0
50000,primary,no,42,231521,13487,1
20000,post-grad,no,23,2720,1560,0
20000,secondary,no,31,113895,6700,0
240000,primary,no,28,1223595,44462,0
340000,secondary,yes,57,1558,1603,1
90000,secondary,no,23,117388,6430,1
50000,secondary,yes,56,135502,7402,0
210000,secondary,yes,33,622209,70012,0
60000,secondary,no,25,320697,17000,0
50000,secondary,yes,53,63619,7723,0
50000,primary,no,26,55443,25823,0
90000,secondary,no,26,145244,7104,0
250000,primary,yes,31,58751,47469,0
290000,post-grad,yes,47,857932,222019,1
240000,secondary,no,35,41392,33496,0
360000,primary,no,29,16186,13394,0
340000,primary,no,36,131472,40028,0
290000,primary,no,48,186846,9041,0
50000,secondary,no,25,124368,12516,0
310000,secondary,yes,41,23185,23463,0
10000,secondary,no,22,55794,4706,0
260000,primary,no,31,1125749,43700,0
180000,post-grad,no,26,334839,16450,1
20000,post-grad,no,26,876,1560,0
360000,primary,no,28,4900,2500,0
80000,primary,yes,30,361658,14400,0
450000,secondary,yes,44,71131,26626,0
30000,secondary,no,22,173760,9401,1
500000,primary,yes,39,62735,210599,0
210000,primary,yes,34,929679,34510,0
300000,post-grad,no,64,7578,7936,0
100000,other,yes,52,369064,13743,1
240000,primary,yes,47,847462,34177,1
50000,secondary,no,56,103316,25295,0
20000,secondary,no,22,112462,5000,1
110000,secondary,no,23,122537,70274,1
200000,primary,no,43,20328,12164,0
220000,post-grad,no,33,13546,10000,0
50000,secondary,no,43,55760,6898,1
60000,secondary,no,26,204970,10936,0
20000,primary,no,23,73759,6200,1
170000,secondary,no,39,26922,21588,1
30000,primary,no,29,22205,9762,0
160000,primary,yes,29,3067,1289,1
200000,primary,yes,35,957367,163500,1
120000,post-grad,no,25,239254,55496,0
230000,primary,yes,38,15327,2736,0
20000,post-grad,yes,42,33821,25764,0
10000,post-grad,no,46,6300,0,1
100000,post-grad,no,24,2483,2563,0
130000,secondary,no,24,0,0,0
50000,secondary,no,47,257359,9169,0
140000,post-grad,no,31,544441,20200,0
50000,secondary,no,49,226701,7080,0
360000,primary,no,29,17350,31163,0
20000,secondary,no,22,115851,3200,1
110000,secondary,no,33,526516,27567,0
100000,secondary,no,33,529433,16953,1
260000,primary,yes,39,1094800,38081,0
50000,primary,no,23,170680,8701,0
360000,secondary,yes,39,0,0,1
30000,secondary,yes,27,169014,6055,1
50000,secondary,no,23,179757,5887,0
270000,secondary,no,31,0,0,0
250000,primary,yes,44,34291,33653,0
250000,primary,no,48,23888,15129,0
120000,secondary,yes,24,10180,7544,0
250000,post-grad,no,36,442323,159000,0
260000,secondary,no,29,17371,17139,0
240000,secondary,yes,39,1437747,62261,0
60000,secondary,no,27,124300,9559,0
250000,primary,yes,40,2282,1956,1
100000,secondary,no,26,499006,22390,0
150000,primary,no,35,740,2630,0
170000,primary,yes,45,853213,32114,0
710000,primary,no,32,201503,18919,0
20000,secondary,yes,50,52634,5300,0
360000,secondary,no,36,203107,5963,0
150000,post-grad,yes,60,0,0,1
150000,post-grad,yes,49,61349,55694,0
50000,post-grad,no,58,34794,4637,0
140000,post-grad,yes,38,784881,37000,0
250000,primary,yes,42,62957,65134,0
20000,secondary,no,36,83093,5979,0
360000,secondary,yes,42,9698,7365,0
160000,secondary,yes,34,4103,1369,1
180000,secondary,yes,30,142099,6965,0
50000,secondary,no,23,128356,5676,0
50000,secondary,no,45,122590,8504,0
220000,primary,yes,60,124169,8000,1
150000,secondary,yes,39,512706,27742,1
160000,secondary,yes,40,4599,2941,0
160000,post-grad,no,30,18002,16947,0
200000,secondary,yes,29,438674,20153,0
190000,primary,no,32,26673,5650,0
50000,secondary,yes,32,122499,44716,1
50000,secondary,no,24,2730,1950,0
140000,secondary,no,35,556981,21706,0
60000,secondary,no,26,313229,17070,0
10000,post-grad,yes,24,44387,3374,0
400000,primary,no,28,282677,137192,0
500000,primary,no,44,1989749,296860,0
320000,secondary,no,24,292155,260714,0
240000,primary,yes,50,2115,0,0
110000,post-grad,yes,44,745235,21025,0
240000,primary,no,29,0,0,1
50000,post-grad,no,31,177216,12929,1
100000,post-grad,no,46,2509,1265,0
50000,primary,no,25,63552,50739,0
50000,post-grad,no,24,51410,2100,1
50000,secondary,yes,43,43450,18907,1
150000,secondary,no,30,419555,19723,0
200000,secondary,yes,37,10746,7869,0
80000,secondary,no,28,261721,10356,0
360000,primary,yes,35,62774,57792,0
120000,secondary,no,49,200454,17000,0
230000,primary,no,28,304309,15493,0
60000,secondary,yes,34,172527,9683,1
90000,secondary,yes,37,66394,4631,0
50000,secondary,no,29,197846,8514,1
240000,secondary,yes,31,4210,3830,0
230000,secondary,yes,42,18387,48600,0
80000,primary,no,23,93078,12454,0
400000,primary,no,28,20993,18298,0
120000,primary,yes,45,713559,31200,0
250000,primary,yes,39,6522,6522,0
30000,primary,no,24,120077,7519,0
150000,primary,yes,54,884891,34300,0
310000,post-grad,no,37,1402925,136000,0
150000,secondary,no,34,858882,21000,0
80000,primary,no,29,21156,4069,0
200000,primary,yes,37,0,0,1
50000,secondary,no,24,102680,4692,0
190000,secondary,yes,23,1033018,37859,1
50000,secondary,no,33,120992,15000,0
100000,secondary,no,31,154230,6500,1
150000,primary,yes,33,819828,32030,0
80000,secondary,no,43,78828,6748,0
200000,secondary,yes,30,3996,4416,0
120000,post-grad,no,46,597868,22361,0
60000,secondary,yes,49,243992,10554,1
450000,other,yes,51,296526,8526,0
120000,primary,no,32,9627,8737,1
130000,secondary,yes,43,297800,108256,0
240000,primary,no,36,43651,14713,1
90000,secondary,no,26,64664,35677,0
210000,secondary,no,25,34781,6500,1
90000,secondary,no,23,75379,21338,0
420000,primary,yes,40,117814,147462,0
290000,primary,yes,63,1178638,45340,1
390000,primary,no,29,293845,26471,0
230000,primary,no,32,3556,3067,0
90000,secondary,yes,29,51453,11032,0
280000,secondary,yes,45,3288,6230,0
280000,primary,no,28,82455,66555,0
30000,post-grad,yes,25,107468,50541,0
20000,secondary,yes,38,106988,9838,0
180000,primary,yes,43,164115,129152,0
70000,post-grad,no,26,62818,10500,1
230000,secondary,yes,34,17402,17167,0
50000,secondary,no,36,104453,10000,0
250000,secondary,yes,47,45474,34880,0
140000,primary,yes,47,631035,26211,0
140000,secondary,yes,41,285907,16300,0
130000,primary,no,25,11178,10626,0
120000,secondary,yes,40,81226,3663,0
60000,secondary,no,43,297896,15250,1
80000,post-grad,no,32,478556,21900,0
240000,primary,yes,41,69412,66402,0
50000,post-grad,yes,32,192951,5750,1
270000,primary,no,33,19604,10555,0
170000,primary,yes,52,24214,21590,0
50000,secondary,yes,51,148568,4670,1
230000,other,yes,29,719881,62044,0
390000,primary,no,26,830481,255368,0
200000,secondary,yes,39,864145,33320,1
500000,secondary,yes,27,1091758,38861,0
30000,primary,no,25,53060,2961,1
450000,primary,no,33,52047,95374,0
50000,secondary,no,25,72128,39336,0
50000,primary,no,26,284441,11969,0
220000,primary,no,48,753507,36300,0
30000,secondary,no,33,170622,14000,0
50000,post-grad,yes,42,181249,6000,0
50000,secondary,yes,31,296465,13125,0
30000,secondary,no,24,112295,3200,1
200000,primary,no,42,6990,32747,1
50000,secondary,yes,46,269190,9000,1
80000,secondary,no,26,296470,25000,0
20000,post-grad,yes,26,68557,4100,1
70000,secondary,yes,44,381599,17740,0
130000,post-grad,yes,44,15722,0,0
200000,post-grad,yes,34,971304,51000,0
320000,primary,yes,34,40033,32724,0
170000,primary,no,27,456987,147056,0
280000,primary,no,30,83311,79510,0
10000,secondary,no,34,34664,3466,0
200000,primary,yes,35,1115581,38158,0
70000,secondary,no,27,375582,18000,0
230000,primary,no,45,1228339,95092,0
150000,primary,no,40,4200,3400,0
320000,primary,yes,29,321597,21000,0
50000,primary,no,25,220414,7001,0
200000,secondary,yes,44,30027,10014,1
200000,secondary,yes,39,1956,1956,1
160000,secondary,no,29,12654,16125,0
380000,primary,no,42,18776,7418,0
50000,secondary,yes,51,146009,35000,1
500000,secondary,yes,51,76410,69153,0
150000,post-grad,yes,34,246352,10295,0
90000,secondary,no,33,364092,15279,1
60000,secondary,no,46,164741,8789,1
140000,primary,no,27,56351,48854,0
220000,primary,no,40,62300,54460,0
450000,post-grad,no,41,1268923,43422,0
200000,secondary,yes,48,205150,0,0
140000,primary,no,34,184962,11500,1
290000,primary,yes,46,89532,29000,1
260000,primary,no,34,751719,132424,0
60000,primary,no,27,258827,27136,0
280000,primary,no,31,78378,86947,0
310000,post-grad,yes,40,386889,13792,0
80000,post-grad,yes,50,86423,23506,0
150000,primary,no,33,79026,6221,0
80000,secondary,no,28,191568,8768,0
480000,secondary,yes,45,37380,37655,1
350000,secondary,yes,34,142108,7700,0
230000,primary,no,30,1139,1142,0
180000,post-grad,no,46,254304,37335,0
50000,secondary,yes,32,211450,10900,1
310000,secondary,yes,43,1639629,49255,1
10000,primary,yes,41,53845,4502,0
280000,primary,no,25,49655,107547,0
50000,secondary,no,52,207738,9574,1
50000,secondary,no,51,75557,5198,1
10000,primary,no,22,50538,2000,0
290000,primary,yes,43,1596686,59800,0
240000,primary,no,33,41300,42168,0
100000,secondary,no,26,288342,11000,1
160000,secondary,no,25,78812,74475,0
230000,secondary,yes,46,623581,28058,0
230000,secondary,yes,46,0,83,0
300000,post-grad,yes,41,2914,2916,0
500000,post-grad,no,32,928999,83656,0
200000,primary,no,29,8464,5803,0
210000,primary,no,44,430859,16441,0
50000,secondary,no,23,7733,6584,0
130000,secondary,no,25,479747,23243,0
90000,secondary,yes,37,7566,5434,0
80000,post-grad,yes,36,26251,22394,0
30000,post-grad,no,23,124902,25000,0
480000,secondary,no,30,686321,374156,0
80000,post-grad,yes,41,201039,36000,0
90000,secondary,no,24,183869,96866,0
70000,secondary,yes,31,206976,9500,0
50000,post-grad,no,31,79146,20500,0
110000,post-grad,yes,39,436000,18900,0
120000,secondary,no,30,615760,30700,0
180000,secondary,no,24,7095,5119,0
50000,secondary,no,33,255458,13300,1
150000,primary,yes,29,22217,16020,0
340000,primary,no,30,0,0,0
300000,secondary,no,33,1401550,33952,0
150000,primary,yes,36,749105,45602,1
30000,primary,no,38,381140,68460,0
50000,secondary,no,52,126024,45092,0
100000,primary,yes,42,7988,5250,1
270000,secondary,yes,35,1261,2024,0
320000,primary,yes,43,129395,106946,1
160000,secondary,no,26,30271,21806,0
300000,primary,no,26,94251,27000,0
30000,secondary,yes,49,11847,3450,1
290000,post-grad,yes,41,1276,2590,0
180000,secondary,yes,49,3737,4054,0
150000,primary,yes,57,669343,181530,0
60000,secondary,yes,30,222263,6725,0
260000,primary,no,33,9805,3210,0
150000,secondary,yes,32,815259,35155,1
230000,post-grad,yes,55,1148363,59000,0
250000,primary,no,29,0,0,0
70000,secondary,yes,29,21262,3124,0
360000,post-grad,yes,44,7462,6659,1
200000,primary,yes,34,19262,15653,0
30000,primary,no,30,165941,4800,0
20000,secondary,yes,30,4116,3423,0
80000,post-grad,no,66,155348,11912,0
260000,primary,no,32,15159,17767,0
210000,secondary,yes,35,414915,17100,0
50000,post-grad,yes,35,134270,5902,0
140000,primary,no,26,218568,9990,0
90000,post-grad,yes,42,312661,10968,0
20000,secondary,yes,31,115251,6360,0
360000,primary,yes,44,990,990,0
580000,secondary,yes,57,52051,41554,0
180000,secondary,no,39,194361,10510,0
60000,secondary,yes,51,235530,18040,0
60000,secondary,yes,25,196302,14452,0
50000,secondary,no,30,225981,9423,0
100000,secondary,yes,39,194755,101160,0
380000,primary,yes,46,466560,227968,0
310000,primary,yes,37,51397,78213,0
50000,secondary,no,37,179274,7698,1
20000,secondary,no,33,114995,12839,0
30000,secondary,no,50,171619,8873,0
50000,secondary,no,32,207107,7950,1
30000,post-grad,no,52,32253,8972,1
490000,primary,yes,42,2805934,98329,0
500000,primary,no,34,1133586,100016,0
80000,post-grad,no,27,15265,2100,0
200000,secondary,yes,33,205150,0,0
360000,primary,no,29,1027288,37585,0
30000,secondary,yes,39,171878,20506,1
170000,primary,yes,36,302002,15172,0
10000,secondary,no,21,37899,5726,0
230000,secondary,yes,52,0,0,0
200000,primary,yes,49,2496,2496,1
160000,primary,no,35,290156,16446,0
270000,secondary,yes,34,1200569,57390,1
80000,secondary,no,28,309083,11630,0
360000,primary,no,29,3646,2500,1
140000,secondary,no,27,600659,22617,0
80000,post-grad,no,43,378989,14329,0
200000,primary,no,25,19594,6012,0
80000,primary,no,25,2340,2340,0
390000,primary,yes,35,271787,41030,0
80000,secondary,no,31,54089,17479,1
80000,post-grad,yes,44,196517,6562,1
20000,secondary,yes,31,120225,4544,1
30000,post-grad,no,22,136866,14058,0
60000,other,no,23,6329,2700,0
100000,secondary,no,25,375453,16807,0
100000,secondary,yes,52,424299,18516,0
40000,post-grad,yes,48,218777,7959,0
120000,primary,no,30,9096,9096,0
20000,post-grad,yes,56,77318,5218,0
310000,secondary,no,26,495228,23942,0
50000,secondary,no,23,111100,4481,1
500000,secondary,yes,49,42708,4000,0
290000,post-grad,yes,40,857571,45349,0
30000,secondary,no,34,72066,10721,0
100000,primary,no,23,19562,17510,0
360000,primary,no,31,78497,70432,0
20000,post-grad,yes,51,2300,0,1
150000,secondary,yes,37,420003,9740,1
360000,primary,yes,31,35988,38929,0
490000,secondary,yes,30,152627,73038,0
40000,secondary,yes,44,31723,26974,0
100000,post-grad,yes,36,1880,300,0
20000,secondary,no,24,106235,8507,0
500000,secondary,yes,32,94924,40000,0
50000,secondary,no,28,211130,7566,0
260000,primary,no,34,2604,2608,0
140000,secondary,yes,49,3036,2547,0
260000,primary,no,49,10973,10973,0
200000,primary,no,32,84294,49065,0
50000,secondary,no,28,130280,69237,0
200000,primary,no,32,17393,17393,0
20000,secondary,no,26,37568,7002,0
10000,post-grad,no,24,35924,9000,0
30000,secondary,no,34,121550,17350,0
170000,post-grad,yes,40,416231,108064,0
50000,post-grad,yes,45,34671,23703,0
420000,primary,no,34,29664,28756,1
70000,secondary,yes,30,66770,8007,0
300000,secondary,yes,31,53684,24919,0
500000,secondary,no,31,1818655,48589,0
20000,secondary,no,49,110859,6864,0
280000,primary,no,30,778898,29270,0
150000,primary,yes,41,17030,15860,0
180000,secondary,yes,35,5495,4396,0
50000,primary,no,25,96676,5000,0
150000,secondary,no,24,14315,14315,0
30000,secondary,no,26,151400,10000,0
250000,primary,yes,37,11233,12268,0
300000,post-grad,yes,39,244639,12087,0
80000,secondary,yes,30,470433,82807,0
50000,post-grad,yes,58,138131,11316,0
120000,post-grad,yes,36,2282,1920,0
330000,secondary,yes,39,2171866,0,1
140000,secondary,no,30,599341,23034,0
150000,secondary,yes,50,12542,3322,0
330000,primary,yes,57,7138,7826,0
380000,primary,yes,34,2044522,81601,0
50000,secondary,yes,32,192766,7583,0
120000,primary,no,26,663953,31700,0
150000,secondary,yes,37,660739,76209,0
130000,secondary,yes,38,612084,20900,0
160000,secondary,no,27,239817,7400,0
30000,post-grad,yes,44,22004,4440,0
370000,secondary,yes,33,4231,3870,0
180000,primary,yes,51,2493,2772,0
50000,secondary,yes,54,207661,5468,0
170000,primary,no,34,2256,2256,1
60000,secondary,yes,25,225060,10140,1
20000,secondary,no,34,69911,40419,0
20000,secondary,no,23,104349,10400,1
50000,primary,no,25,225553,13090,0
150000,post-grad,no,52,13841,8610,0
170000,secondary,yes,34,471601,17219,0
30000,secondary,yes,43,173928,8500,0
50000,primary,no,25,550,550,1
100000,secondary,no,25,3514,3514,0
500000,primary,yes,53,145072,45487,0
180000,primary,no,35,36134,36134,0
280000,primary,no,33,37715,40870,0
50000,secondary,no,27,6824,5382,0
360000,secondary,yes,49,1868008,74738,0
170000,primary,yes,44,57266,60340,0
90000,secondary,yes,36,265965,4800,1
50000,secondary,yes,25,239693,7903,0
20000,primary,yes,24,2591,2289,1
220000,secondary,yes,34,570984,21136,0
200000,other,no,25,3887,2268,0
70000,primary,no,29,275704,22605,0
400000,primary,yes,28,368384,11033,1
90000,primary,yes,36,11979,1980,0
50000,post-grad,no,54,297439,5900,1
60000,post-grad,yes,31,301268,7877,1
50000,post-grad,yes,47,0,0,0
100000,primary,yes,52,150144,12600,1
180000,secondary,yes,34,595581,24000,1
210000,primary,yes,42,0,35910,0
430000,primary,yes,35,56883,72568,0
20000,secondary,yes,41,19395,10041,0
40000,secondary,yes,51,419329,41802,1
180000,primary,no,27,80039,68682,0
140000,primary,no,28,155199,59579,0
30000,post-grad,no,45,105485,22317,0
210000,primary,yes,36,207619,7130,0
90000,secondary,yes,35,643973,0,1
160000,primary,yes,29,130087,57834,0
130000,secondary,no,27,18336,7180,0
10000,secondary,no,21,27756,5800,1
170000,secondary,yes,39,704048,41000,0
20000,secondary,no,29,103849,5575,0
50000,primary,no,29,133726,6971,0
360000,primary,yes,59,130265,129227,0
50000,primary,no,23,3073,2010,0
80000,primary,no,25,7980,6810,0
160000,primary,no,32,28239,23631,0
380000,primary,yes,37,512465,98532,0
220000,primary,no,32,205455,37259,0
50000,post-grad,no,54,0,0,0
140000,secondary,no,50,610976,23200,0
270000,primary,no,48,232630,6633,0
50000,secondary,no,26,180536,6395,0
100000,secondary,no,25,347319,13100,1
360000,secondary,no,28,57998,67416,0
20000,secondary,no,39,118270,5644,0
50000,secondary,no,27,210410,7662,0
360000,secondary,no,46,1819079,55428,0
20000,secondary,yes,50,21659,23250,0
100000,post-grad,no,42,449392,20801,0
80000,primary,no,27,213630,45561,0
140000,post-grad,yes,39,672089,25900,0
390000,primary,yes,28,389878,27007,0
350000,primary,yes,39,166302,89048,0
170000,secondary,yes,48,2340,1170,0
270000,post-grad,yes,37,658476,148000,0
460000,post-grad,yes,42,119668,8968,0
200000,post-grad,no,37,20540,16866,0
450000,primary,no,28,21125,21465,0
240000,primary,yes,47,306,99,0
260000,primary,no,29,28356,28356,0
110000,secondary,yes,34,174576,16900,0
50000,secondary,yes,51,178126,5794,0
250000,post-grad,no,49,1319236,42672,0
380000,primary,yes,41,17144,13345,1
110000,secondary,yes,28,270060,12127,0
200000,primary,yes,44,31596,4810,0
500000,primary,no,41,218446,174261,0
260000,secondary,yes,35,465867,24614,0
270000,secondary,yes,38,339618,36019,0
150000,secondary,no,29,123778,24193,0
30000,post-grad,no,42,166715,4800,0
290000,primary,no,46,627915,206588,0
200000,secondary,no,30,2432,2106,0
210000,primary,no,35,462,0,0
100000,secondary,yes,49,0,0,0
50000,secondary,yes,45,197561,9615,0
210000,post-grad,no,56,99977,144171,0
240000,secondary,yes,44,-39409,40657,0
140000,secondary,no,25,160017,7333,0
50000,secondary,yes,49,91714,6668,0
360000,primary,yes,27,0,3220,1
180000,secondary,yes,47,651447,97000,0
100000,secondary,no,36,631808,1170,0
90000,secondary,yes,29,45825,4646,0
90000,primary,yes,37,66862,73501,0
90000,secondary,yes,52,537621,17200,0
30000,post-grad,no,25,2309,2334,1
300000,secondary,no,29,304682,30000,0
20000,post-grad,yes,36,112884,5064,0
30000,primary,no,25,84442,15111,1
50000,primary,no,27,107673,11840,0
50000,post-grad,yes,45,1189,300,0
30000,primary,no,22,56199,4348,1
60000,primary,no,28,289593,11100,0
200000,primary,no,25,476,764,1
450000,secondary,yes,39,2620,2040,0
140000,secondary,yes,32,663932,25542,0
120000,secondary,yes,47,460437,14417,0
270000,secondary,no,45,36857,15128,0
130000,primary,no,46,472159,26000,1
50000,secondary,yes,27,95919,25086,0
220000,secondary,yes,52,34118,14102,0
50000,secondary,yes,26,128582,6153,0
20000,secondary,no,36,84356,24338,0
110000,post-grad,yes,54,508966,19808,0
70000,primary,no,36,362708,21299,0
380000,post-grad,yes,38,2056918,77450,0
160000,other,no,26,74652,44977,0
70000,post-grad,no,35,301110,12300,0
90000,secondary,no,29,45711,30298,0
130000,post-grad,no,52,363243,12593,1
240000,primary,no,26,11719,12617,0
120000,post-grad,yes,32,423059,14000,0
240000,primary,yes,44,1138356,47017,0
300000,primary,no,45,351083,18000,0
100000,secondary,yes,40,171394,17008,0
200000,primary,no,25,30446,20426,0
50000,secondary,yes,39,172507,20066,0
100000,primary,yes,40,630,2994,0
500000,primary,no,39,185966,228587,0
20000,other,no,50,53809,3113,0
280000,primary,no,39,7971,7871,0
160000,primary,no,23,471455,54502,0
30000,secondary,no,21,103201,3470,0
50000,primary,no,45,121352,31000,0
20000,primary,no,24,28531,29087,0
